가맹점명,소재지도로명주소,카테고리,메뉴
리파인건대,서울특별시 광진구 능동로13길 36 2층,요리주점,"우대갈비: 수비드해 부드러운 우대갈비와 양배추초무침; 해물파전: .다진해산물과 파를 튀기듯 구워 바삭한 파전; 감자전: 한국식 라구와 바질을 올린 피자같은 감자전; 크림수제비: 크림과 라드(돼지기름)로 맛을 낸 수제비; 육회: 참기름과 고추장베이스의 소스로 버무린 육회와 키위셔빗; 비빔국수: 바삭하게 구운 우삽겹과 깻잎을 올린 비빔국수; 우삼겹청양파스타: 청양고추와 우삼겹으로 한식스럽게 풀어낸 파스타; 명란파스타: 명란젓 본연의 맛을 살린 오일리한 파스타; 들깨비빔파스타: 카펠리니 면을 활용한 차가운 들깨 파스타; 바지락술찜: 리파인만의 레시피로 맛을 낸 칼칼한 바지락술찜; 피순대구이: 트러플 마요소스를 올린 전주식 피순대구이; 베이비크랩 샐러드: 튀긴 베이비크랩과 각종견과류로 만든 드레싱과 신선한 시금치,토마토; 김퓨레명란밥: 참기름과 김을 이용한 페스토에 양념된 밥,그리고 두운 명란,고추장아찌; 갈비덮밥: 갈비소스로 마리네이드한 갈비를 올린 덮밥과 훈연 퍼포먼스; 누룽지아이스크림: 7,500원"
온가솥밥 중곡점,서울특별시 광진구 면목로 172 2층,,
이태리부대찌개(건대점),서울특별시 광진구 아차산로 221 1층,,
이터널시즌(eternal season),서울특별시 광진구 동일로66길 14 1층,공방,
이토,서울특별시 광진구 아차산로33길 22 지하1층 (화양동),이자카야,"꼬치류: 3,000~6,500원; 세이로무시: 24,000원; 연어사시미: 일본식 숙성 방법을거친 연어사시미; 부타우동: 12,000원; 모찌리도후: 6,000원; 소고기야끼소바: 15,000원; 구운주먹밥: 6,000원; 오뎅나베: 12,000원; 타코와사비: 9,000원; 가슴살 꼬치: 3,500원; 날개 꼬치: 3,500원; 파다리살 꼬치: 3,500원; 안심 꼬치: 4,500원; 염통(2p) 꼬치: 4,500원; 모래집(2p) 꼬치: 5,000원"
이특집,서울특별시 광진구 능동로36길 24 1층 (능동),"육류,고기요리","주먹: 14,900원; 항정: 15,900원; 통갈매기살: 14,900원; 숙성삼겹살: 14,900원; 배받이 껍데기: 8,900원; 숙성 생돼지막창: 12,900원; 살살 양념갈비: 12,900원; 이베리코 꽃목살: 17,900원; 소갈빗살: 15,900원; 김치말이국수: 5,000원"
이파슈케이크,서울특별시 광진구 면목로12길 21 1층 (중곡동),,
이항아,서울특별시 광진구 군자로 50 1층 3호(화양동),한식,"삼겹살 3인분(수입) 600g: 19,900원; 삼겹살 3인분(국내산) 600g: 26,900원; 목살 3인분(수입) 600g: 19,900원; 삼겹살(수입) 1인분 추가: 7,200원; 국내산 삼겹살 1인분 추가: 11,000원"
춘천골닭갈비,서울특별시 광진구 군자로 70 나동 1층 105호,닭갈비,"닭갈비 1인분: 2인분부터 주문가능합니다 ※생포장은 1인분 부터 가능합니다!; 물막국수: 7,000원; 볶음밥: 2,500원; 치즈사리: 3,000원; 치즈떡사리: 3,000원; 쫄면사리: 3,000원; 우동사리: 3,000원; 떡사리: 3,000원; 공기밥: 1,500원"
춘천닭갈비,서울특별시 광진구 자양로18길 19 (구의동),닭갈비,
춘천집명가,서울특별시 광진구 아차산로33길 7 (화양동),닭갈비,"명품 옛날닭갈비: 12,000원; 마늘 닭갈비: 14,000원; 치즈 닭갈비: 14,000원; 느타리 닭갈비: 14,000원; 쭈꾸미 닭갈비: 22,000원; 낙지 닭갈비: 22,000원; 볶음밥: 2,500원; 날치알 볶음밥: 3,000원; 모듬사리: 6,000원; 막국수(물,비빔): 9,000원; 쫄면/라면/우동: 2,500원; 떡/고구마: 2,500원; 치즈사리: 5,000원; 버섯사리: 4,000원"
춘향,서울특별시 광진구 긴고랑로 99 1층 (중곡동),중식당,
춘향골남원추어탕,서울특별시 광진구 강변역로4길 34 106호 (구의동 강변현대하이엘),추어탕,"추어탕: 13,000원; 세트메뉴(1인): 18,000원; 추어고추군만두: 9,000원; 등심돈가스: 11,000원; 모듬튀김: 19,000원; 인삼튀김: 15,000원; 활력보감 세트(2인): 34,000원; 통추어탕: 15,000원; 우렁 추어탕: 15,000원; 치즈돈가스: 11,000원; 추어물만두: 9,000원; 추어탕 포장(1팩): 13,000원"
춘향미엔,서울특별시 광진구 동일로20길 92 1층,중식당,온면: 춘향미엔 시그니처 메뉴입니다.
충만치킨건대역점,서울특별시 광진구 동일로20길 98 1층 (자양동),"치킨,닭강정","충만 후라이드: 깨끗하게 바삭하고 깔끔하게 맛있는 황금빛깔 우량아!; 매콤마늘양념치킨: 3초 후 밀려오는 입안 가득한 맛있는 매콤함!; 마늘간장치킨: 입안 가득 달콤함이 가득 번지는 일품치킨!; 레드핫치킨: 매콤하고 달콤한 고추장 양념을 입힌 레드 핫 치킨; 간장티꾸닭: 향긋한 숯불향과 짭조름함! 거기에 달콤매콤한 바삭함까지~; 고추장티꾸닭: 향긋한 숯불향과 매콤하고 달콤함!; 커리티꾸닭: 달콤한 카레소스와 향긋한 숯불이 어우러져 티꾸닭의 정점을 찍다!; 갈릭티꾸닭: 은은향 마늘향에 알싸한 맛까지 더해 한층 업그레이드 된 맛~; 스노우 어니언: 맛있는 충만치킨에 싱싱한 양파 슬라이스를 듬뿍 올리고 충만치킨만의 초특급 화이트 소스를 뿌려 환상적인 풍미와 맛을 느껴보세요.; 핫 스노우어니언: 스노우어니언 위에 얼얼한 매운 맛과 새콤한 산미를 가진 짜릿한 맛~; 커리스노우어니언: 매콤한 황금빛깔 커리소스에 아삭한 양파 슬라이스를 만난 후라이드 맛이 고급지다!; 간장파닭: 짭짤하고 매콤달콤한 간장소스와 향긋한 파가 만난 간장파닭; 매니아치킨: 상큼한 레몬과 와사비의 만남 상상해보라!; 찹찹고마치킨: 후라이드에 고추범벅 소스를 입히고 청양고추,홍고추,마늘을 뿌리다~; 맵스노우: 스노우소스와 매콤마늘양념의 환상적인 조합 입안가득 행복함이 차오르는 그 맛!"
취미집,서울특별시 광진구 긴고랑로 73-1 지하1층,,
취헌꼬치구이전문점,서울특별시 광진구 동일로18길 35 1층(자양동),양꼬치,양꼬치(1꼬치): 꼬치는 개당 가격이며 여러 종류의 꼬치를 섞어서 즐기실 수 있습니다^^; 꿔바로우: 꿔바로우 맛집이라고 소문난 대표메뉴인 찹쌀 꿔바로우 입니다~^^꼭 드셔보시길 추천드립니다!; 마라룽샤꼬리: 마라룽샤보다 맛좋고 푸짐합니다.; 고급양갈비: 300g 에 부드럽고 깊은 풍미를 자랑합니다
츄로´s Coffee&Ice cream,서울특별시 광진구 뚝섬로 620 1층,"카페,디저트","7츄로: 7츄로는 스틱형 츄로스가 7개라서 7츄로입니다!; 오리지날츄로: 3,500원; 초코아츄: 초코아츄는 초코소프트아이스크림츄러스 줄임말입니다!; 바닐라아츄: 아츄는 아이스크림츄러스 줄인말입니다!! 저희가게 시그니처메뉴 입니다; 혼합 소프트아이스크림: 3,500원; 초코 소프트아이스크림: 3,000원; 바닐라 소프트아이스크림: 3,000원; 초코아이스크림 와플: 4,500원; 바닐라아이스크림 와플: 4,500원; 초코크림와플: 3,500원; 청사과크림와플: 3,500원"
츠나토리,서울특별시 광진구 동일로24길 61 1층(화양동),일식당,"마구로육회: 참치육회; 산토리하이볼: 7,000원; 진져하이: 5,000원; 레몬하이: 5,000원; 시소하이: 5,000원; 자몽하이: 5,000원; 아스파: 3,400원; 옥수수: 2,300원; 은행: 1,600원; 마늘: 1,600원; 토마토삼겹: 3,400원; 모찌삼겹: 3,100원; 날개: 2,700원; 명란: 4,600원; 네기마: 2,400원"
츠바메,서울특별시 광진구 동일로30길 12 1층(화양동),이자카야,야키토리 추천8종: 닭다리대파/닭다리살/목살/염통/메추리삼겹/토마토삼겹/새우타르타르/은행 8종류 야키토리 세트; 덴푸라 크림카레: 왕새우튀김 & 치킨가라아게가 올라간 일본식 크림카레; 스지오뎅탕: 부드러운 식감의 고급 어묵들과 쫄깃한 스지를 함께 끓여낸 시원한 오뎅탕; 밀푀유나베: 신선한 채소와 한우를 겹겹이 쌓은 담백한 나베요리; 모츠나베: 고소함 끝판왕 대창과 신선한 채소를 특제육수로 끓여낸 나베요리; 오코노미야끼: 새우&오징어&베이컨이 들어간 오사카식 오코노미야끼; 명란구이: 최상급 저염 백명란을 버터에 구어 요리한 일본식 명란구이; 치킨가라아게: 부드러운 닭다리살을 특제소스로 염지 후 튀겨낸 일본식 닭튀김
츠키,서울특별시 광진구 능동로 68 상가동 1층 109호(자양동. 외3필지 이튼타워리버1차),이자카야,"우니 한판: 캐나다A급 캘리포니아 A급 우니만 사용합니다; 히라메 고노와다: 광어와해삼내장; 마구로 타르타르: 참치와 아보카도(김에 싸먹는 요리); 규타다끼 (소고기): 30,000원; 덴뿌라 모리아와세: 모듬 튀김; 안키모 빠테: 곱게빠은 아구간을 바게트에 올려 먹는음식; 모찌리도후: 11,000원; 마구로 타다끼 (참치): 30,000원; 참치 사시미: 최상급 참치만 사용합니다."
치바우뼈다귀,서울특별시 광진구 용마산로 38 1층 (중곡동),감자탕,"감자탕 小: 30,000원; 감자탕 中: 35,000원; 감자탕 大: 40,000원; 뼈찜 小: 33,000원; 뼈찜 中: 38,000원; 뼈찜 大: 43,000원; 뼈다귀해장국: 9,000원; 콩나물해장국: 7,000원; 뼈추가（１인분）: 19,000원; 우거지추가: 5,000원; 볶음밥: 3,000원; 공기밥: 1,000원; 소주: 5,000원; 맥주: 5,000원; 음료수: 2,000원"
치악산식당,서울특별시 광진구 동일로66길 7 1층 (중곡동),,
치키니즘,서울특별시 광진구 능동로4길 17 107호,"치킨,닭강정","크리스피치킨: 10,900원; 양념치킨: 12,500원; 간장치킨: 12,500원; 반반치킨: 12,500원; 핫치킨: 13,500원; 파닭: 14,500원; 샐러드치킨: 14,500원; 파골뱅이치킨: 18,500원; 로스트치킨: 10,900원; 바베큐로스트치킨: 12,500원; 데리갈릭로스트치킨: 12,500원; 치즈칠리로스트치킨: 12,500원; 베이컨치즈포테이토: 5,000원; 허니포테이토: 5,000원; 버팔로스틱스: 5,000원"
치킨마루,서울특별시 광진구 뚝섬로23길 32 (자양동),"치킨,닭강정",목살로망 페퍼콕콕: 1% 특수부위 목살에 통후추를 갈아 넣은 프리미엄메뉴! feat.마요라차소스(방문포장가격); 목살로망 할라마요: 부드러우면서 매콤한 할라마요 소스를 할라피뇨와 함께 즐기는 메뉴(방문포장가격); 씩스팩: 고객님이 엄선한 여섯 종류의 메뉴가 담긴 피크닉 시리즈 씩스팩 (방문포장가격); 츄리플 세트: 메뉴 고민인 사람에게 강추!! 세가지 맛을 한번에~ (방문포장가격); 마루콤보: 닭다리와 윙봉을 콤보로 즐기자 (방문포장가격); 마루스틱: 부드럽고 촉촉한 닭다리만 가득 (방문포장가격); 더블링 양념: 달콤한 양념치킨위에 스윗어니언 소스를 뿌린 프리미엄 신메뉴 (방문포장가격); 더블링 간장: 짭조름한 간장치킨위에 스윗어니언소스를 뿌리고 청량고추를 얹은 프리미엄 신메뉴(방문포장가격); 크리스피 치킨: 바삭하고 담백한 치킨마루 대표메뉴 (방문포장가격); 양념 치킨: 매콤달콤 추억의맛 양념치킨 (방문포장가격); 마늘간장 치킨: 몸에좋은 마늘과 간장의 조화 (방문포장가격); 눈꽃치즈팡 치킨: 깊고 진한 치즈 시즈닝이 치킨위에 눈꽃처럼 팡팡 (방문포장가격); 레디핫 치킨: 고추의 매콤함과 과육의 달콤함으로 계쏙 끌리는 매콤함의 끝판왕 (방문포장가격); 쏘이츄 치킨: 달콤한 소이소스와 매콤한 칠리가 더해진 맵단의 정석 (방문포장가격); 순살 크리스피 치킨: 바삭하고 담백한 치킨마루 대표메뉴 (방문포장가격)
치킨뱅이,서울특별시 광진구 능동로 297 (군자동),"치킨,닭강정","크리스피치킨: 바삭하고 담백하며 부드럽고 촉촉하여, 남녀노소 누구나 함께 즐길수 있는 가족 건강식 상품; 양념치킨: 맛있게 튀겨낸 닭을 한국인의 입맛에 꼭맞는 치킨뱅이 만의 특제소스로 맛을 낸 치킨; 마늘치킨: 담백한 후라이드 치킨과 몸에 좋은매콤달콤 마늘소스가 어루러진 웰빙 건강식품; 데리야끼치킨: 달콤 짭짤한 맛에 매콤함이 더해져 자꾸만 손이 가는 치킨뱅이만의 데리야끼 치킨; 순살양념치킨: 한입에 쏘옥~ 특제양념 소스와의 절묘한 조화로 남녀노소 누구나 즐길수 있는 먹기 편한 한입 양념치킨; 순살치킨: 한입에 쏙! 고소한 파우더로 조리한 남녀노소 누구나 즐길 수 있는 바삭하고~ 고소한~ 순살치킨!; 순살파닭: 허브향이 감도는 순살치킨과 알싸하고 새콤달콤한 소스, 신선한 파가 어우러져 풍성함이 입안 가득"
치킨뱅이,서울특별시 광진구 천호대로111길 10 1층 (중곡동),"치킨,닭강정","크리스피치킨: 바삭하고 담백하며 부드럽고 촉촉하여, 남녀노소 누구나 함께 즐길수 있는 가족 건강식 상품; 양념치킨: 맛있게 튀겨낸 닭을 한국인의 입맛에 꼭맞는 치킨뱅이 만의 특제소스로 맛을 낸 치킨; 마늘치킨: 담백한 후라이드 치킨과 몸에 좋은매콤달콤 마늘소스가 어루러진 웰빙 건강식품; 데리야끼치킨: 달콤 짭짤한 맛에 매콤함이 더해져 자꾸만 손이 가는 치킨뱅이만의 데리야끼 치킨; 순살양념치킨: 한입에 쏘옥~ 특제양념 소스와의 절묘한 조화로 남녀노소 누구나 즐길수 있는 먹기 편한 한입 양념치킨; 순살치킨: 한입에 쏙! 고소한 파우더로 조리한 남녀노소 누구나 즐길 수 있는 바삭하고~ 고소한~ 순살치킨!; 순살파닭: 허브향이 감도는 순살치킨과 알싸하고 새콤달콤한 소스, 신선한 파가 어우러져 풍성함이 입안 가득"
치킨뱅이,서울특별시 광진구 긴고랑로 23 (중곡동),"치킨,닭강정","크리스피치킨: 바삭하고 담백하며 부드럽고 촉촉하여, 남녀노소 누구나 함께 즐길수 있는 가족 건강식 상품; 양념치킨: 맛있게 튀겨낸 닭을 한국인의 입맛에 꼭맞는 치킨뱅이 만의 특제소스로 맛을 낸 치킨; 마늘치킨: 담백한 후라이드 치킨과 몸에 좋은매콤달콤 마늘소스가 어루러진 웰빙 건강식품; 데리야끼치킨: 달콤 짭짤한 맛에 매콤함이 더해져 자꾸만 손이 가는 치킨뱅이만의 데리야끼 치킨; 순살양념치킨: 한입에 쏘옥~ 특제양념 소스와의 절묘한 조화로 남녀노소 누구나 즐길수 있는 먹기 편한 한입 양념치킨; 순살치킨: 한입에 쏙! 고소한 파우더로 조리한 남녀노소 누구나 즐길 수 있는 바삭하고~ 고소한~ 순살치킨!; 순살파닭: 허브향이 감도는 순살치킨과 알싸하고 새콤달콤한 소스, 신선한 파가 어우러져 풍성함이 입안 가득"
치킨집,서울특별시 광진구 능동로36길 9 1층 (능동),"치킨,닭강정",바삭한식스팩: 파우더를 두 번 입혀 바삭함이 두 배! 통다리와 통날개만 모은 깐부 시그니처치킨(한마리반); 버버치킨: 크러스트 크럼으로 더 바삭한 식감의 치킨과 흑임자 듬뿍 뿌린 달콤한 휘핑크림소스의 환상조합; 빠삭커리네순살치킨: 바삭한 커리코코넛후레이크를 가득 뿌려 감칠맛이 일품인 크리스피순살치킨(코코넛요거트소스제공); 빠삭커리네치킨: 바삭한 커리코코넛후레이크를 가득 뿌려 감칠맛이 일품인 크리스피 치킨(코코넛요거트소스 제공); 크리스피 순살치킨: 속은 부드럽고 겉은 바삭한 깐부 최고의 인기 메뉴; 마늘간장순살치킨: 알싸한 마늘맛 특제간장소스에 쫄깃한 떡과 함께 넣어 버무린 순살치킨; 크런치 찰 핫도그: 맛있는 소시지와 쫀득한 반죽을 느낄 수 있는 미니 핫도그 (3개); 크리스피치킨: 매콤한 감칠맛이 일품인 겉바속촉 깐부 정통 치킨; 마늘 전기구이: 담백하게 구워낸 전기구이 위에 마늘 토핑을 올려 알싸한 맛이 매력적인 치킨; 후라이드치킨: 바삭함과 고소함이 가득한 깐부 베스트셀링 치킨; 파닭 순살치킨: 향긋한 파토핑과 새콤달콤한 겨자소스의 조화가 일품인 순살치킨; 전기구이: 전기오븐에 통으로 구워내 담백한 맛이 일품인 깐부 오리지널 치킨
